id,node1,node2,weight,startDate,endDate,description,title,url,licensing,exlicensing,manufacturing,oem,marketing,rnd,strategic,supply,techtrans,cballiance,jv
13244,24663R,63039C,6,1990-09-11,,"To explore for oil along the Mediterranean coast of Israel. In addition to
Isramco the partners in the venture included an Israeli investor group and
a group of private investors led by Armand Hammer. The venture was to
continue despite the death of Dr. Hammer.  In 1990, the venture announced
it had discovered oil off the Israeli coast.",,,0,0,0,0,0,0,0,0,0,0,1
13244,24663R,24663Q,6,1990-09-11,,"To explore for oil along the Mediterranean coast of Israel. In addition to
Isramco the partners in the venture included an Israeli investor group and
a group of private investors led by Armand Hammer. The venture was to
continue despite the death of Dr. Hammer.  In 1990, the venture announced
it had discovered oil off the Israeli coast.",,,0,0,0,0,0,0,0,0,0,0,1
13244,67787A,63039C,6,1990-09-11,,"To explore for oil along the Mediterranean coast of Israel. In addition to
Isramco the partners in the venture included an Israeli investor group and
a group of private investors led by Armand Hammer. The venture was to
continue despite the death of Dr. Hammer.  In 1990, the venture announced
it had discovered oil off the Israeli coast.",,,0,0,0,0,0,0,0,0,0,0,1
13244,67787A,24663Q,6,1990-09-11,,"To explore for oil along the Mediterranean coast of Israel. In addition to
Isramco the partners in the venture included an Israeli investor group and
a group of private investors led by Armand Hammer. The venture was to
continue despite the death of Dr. Hammer.  In 1990, the venture announced
it had discovered oil off the Israeli coast.",,,0,0,0,0,0,0,0,0,0,0,1
13244,63039C,24663Q,6,1990-09-11,,"To explore for oil along the Mediterranean coast of Israel. In addition to
Isramco the partners in the venture included an Israeli investor group and
a group of private investors led by Armand Hammer. The venture was to
continue despite the death of Dr. Hammer.  In 1990, the venture announced
it had discovered oil off the Israeli coast.",,,0,0,0,0,0,0,0,0,0,0,1
13270,20825F,04123N,6,1992-06-18,,"Conoco Timan-Pechora, Ltd. and Russian state-owned Arkhangelskgeologia
signed an agreement to form Polar Lights, a joint venture to develop and
explore multiple new oil fields in the northern Timan-Pechora basin, west
of the Ural mountains, and near the Arctic Circle.  Polar Lights planned to
initially drill 24 wells, and build a central processing unit near three
identified fields.  Polar Lights also planned to construct a 37-mile
pipeline with an initial capacity of 40,000 b.p.d., with the potential to
be doubled, to connect production to an existing trunkline to the south for
export to world markets.",,,0,0,0,0,0,0,0,0,0,1,1
13275,Wintershall_node,98916H,6,1990-10-12,,"Wintershall AG, a unit of BASF, and Zarubeshgaz, a unit of Soviet
state-owned Gazprom formed Stegal GmbH, a joint venture to construct a
natural gas pipeline running from Czechoslovakia to the central German
state of Hesse. The venture was to complement a separate marketing joint
venture that the two companies formed. The new pipeline was expected to
link with an existing line that crossed Czechoslovakia and ran to Soviet
gas fields. The project was scheduled to be completed in 1993 or 1994.",,,0,0,1,0,0,0,0,1,0,0,1
13277,Wintershall_node,98916H,6,1990-10-12,,"Wintershall, a unit of BASF and Zarubeshgaz, a unit of Soviet state-owned
Gazprom formed Wintershall Erdgas Handelshaus GmbH (WEH), a joint natural
gas marketing venture. The two companies were also cooperating in a
separate pipeline construction venture. Through the joint ventures, BASF
hoped to break the virtual monopoly Ruhrgas AG had on Germany's rapidly
growing gas market. In November 1991, WEH won a contract with the Soviet
Union to deliver natural gas between 1992 and 2012, which was to satisfy
Germany's increased demand for natural gas as east Germany struggled to
replace the use of brown coal with the more environmentally friendly energy
resource. The Soviet Union had supplied about 40% of Germany's total
natural gas consumption in 1990. BASF had disclosed in Oct 1991 that it was
conducting feasibility studies for building a joint production site with
Gazprom in the west Siberian city of Urengoy, near the Ural Mountains. The
proposed plant would produce methanol, polyethylene and feeder products for
methanol and polyethylene. Doubts surrounded the proposed plant because of
extreme climate in Urengoy. BASF disclosed that it was interested in
producing consumer products for the Soviet market, including a steamcracker
that would refine natural gas.",,,0,0,0,0,1,0,0,0,0,0,1
1716,British_Petroleum_node,Petronas_node,6,1991-06-07,,"BP Chemicals, Petrona, and Idemitsu Petrochemicals formed a joint venture
to operate a natural gas-based ethylene plant in Malaysia. The new company,
Ethylene Malaysia Ltd., was 60%-owned by Petrona, 25%-owned by Idemitsu,
and 15%-owned by BP Chemicals. Ethylene Malaysia was expected to begin
production by 1995, with an estimated annual output of over 700 million
pounds per year. Approximately 70% of the plant output was to be used in
Malaysia. The three companies also set up a polyethylene plant on the same
site, with an estimated output of 441 million pounds of high-density and
low-density polyethylene.",,,0,0,0,0,0,0,0,0,0,0,1
13382,670875,83158P,6,,,"OMV and Slovnaft Bratislava, Czechoslovakia's second-largest petrochemical
company were negotiating to form Schwechat Bratislava Line, a 50-50 joint
venture that would build and operate new production units in Bratislava,
Czechoslovakia. The deal was to give Slovnaft access to its third crude oil
source, adding to Soviet oil delivered via the Friendship oil pipeline and
Middle East crude via the Adria line. The first stage of the proposed plan
was to construct a continuous catalytic reformer to produce high-octane
gasoline and a diesel fuel hydrodesulfurization plant. A new ethylene plant
was to be built in the second stage.",,,0,0,1,0,0,0,0,0,0,0,1
415,60934Y,90347Y,6,1991-03-04,,To manufacture carbon fiber-based composites using special graphite molds.,,,0,0,1,0,0,0,0,0,0,0,1
4711,28264X,85771I,6,1991-03-11,,"Ekotrans Moravia and Statni Plavebni Sprava, two Czechoslovak firms, and
Eurokai of Germany formed Euro-Merans, a joint venture that planned to
build up and operate a duty-free zone in the port of Melnik on the river
Elbe. Eurokai was to bring to the venture the system of logistics and
connections with other European container ports.",,,0,0,0,0,1,0,0,0,0,0,1
4712,05259I,15713I,6,1991-04-15,,"Austrian Danube Steamship Company and the Ceskoslovenska Plavba Dunajska
shipping company in Bratislava, Slovak Republic, Czechoslovakia formed a
joint venture called Blue Danube Travel. Financial terms and participant
ownership were not disclosed.",,,0,0,0,0,0,0,0,0,0,0,1
1740,British_Petroleum_node,90013W,6,,,"To explore for oil in the south eastern part of the Black Sea.  The
agreement was signed in May 1991, and was expected to have a duration of at
least three years.",,,0,0,0,0,0,0,0,0,0,0,1
2391,036336,GAZPMN,6,1991-06-20,,"To build modern heating plants that combine gas and steam turbine
technology in Moscow, USSR.",,,0,0,0,0,0,0,0,0,0,0,1
2403,68557W,42804I,6,1991-07-17,,"Orava Niznansd SP of Czechoslovakia and Herwig Kreuzhuber of Austria formed
a joint engineering venture for the automobile industry. The aim of the
venture was to link as many Slovak engineering firms as possible with
foreign firms. The Slovak government approved the joint venture.",,,0,0,0,0,0,0,0,0,0,0,1
4727,21075I,72701M,6,,,"The Romanian Ministry of Transport was in discussions with Romania's
Constanta Port Administration and three Austrian firms - Wiener Holding,
Plan und Bau and Austroport - to set up a joint venture to complete the
construction and then operate the Constanta South Port. The Romanian
Development Agency was taking part of the discussions which included the
creation of a second separate joint venture to operate the port's ore and
coal terminal.",,,0,0,0,0,1,0,0,0,0,0,1
13624,GAZPMN,670875,6,1991-12-06,,"Austrian state oil concern OMV and the Soviet natural gas concern Gazprom
established a joint venture natural gas trading concern, based in Vienna.
OMV had imported 60 bil cubic meters of natural gas from the Soviet Union
since 1968. The two trans-Austria pipelines were the main transit channels
for Soviet Natural gas into Western Europe.",,,0,0,0,0,1,0,0,0,0,0,1
13637,Lukoil_node,Rosneft_node,1,,,"The Russian government, the Kazakstan government, the Oman government,
Chevron Corp, Lukoil, Mobil Corp, Russian state-owned Rosneft, Agip SpA, a
unit of Italian state-owned Ente Nationale, British Gas PLC, and Oryx
Energy planned to form a 40-year strategic alliance to own and operate
natural gas pipeline. The pipeline was to connect the oilfields in Tengiz
on the Caspian Sea in Kazakstan with a new port to be built on the Black
Sea near Novorossiysk in Russia. The pipeline was to cost $1.5 bil US
(1.728 bil Italian lire/80 mil British pounds.
",,,0,0,0,0,0,0,1,0,0,0,0
13637,Lukoil_node,00115M,1,,,"The Russian government, the Kazakstan government, the Oman government,
Chevron Corp, Lukoil, Mobil Corp, Russian state-owned Rosneft, Agip SpA, a
unit of Italian state-owned Ente Nationale, British Gas PLC, and Oryx
Energy planned to form a 40-year strategic alliance to own and operate
natural gas pipeline. The pipeline was to connect the oilfields in Tengiz
on the Caspian Sea in Kazakstan with a new port to be built on the Black
Sea near Novorossiysk in Russia. The pipeline was to cost $1.5 bil US
(1.728 bil Italian lire/80 mil British pounds.
",,,0,0,0,0,0,0,1,0,0,0,0
13637,Rosneft_node,00115M,1,,,"The Russian government, the Kazakstan government, the Oman government,
Chevron Corp, Lukoil, Mobil Corp, Russian state-owned Rosneft, Agip SpA, a
unit of Italian state-owned Ente Nationale, British Gas PLC, and Oryx
Energy planned to form a 40-year strategic alliance to own and operate
natural gas pipeline. The pipeline was to connect the oilfields in Tengiz
on the Caspian Sea in Kazakstan with a new port to be built on the Black
Sea near Novorossiysk in Russia. The pipeline was to cost $1.5 bil US
(1.728 bil Italian lire/80 mil British pounds.
",,,0,0,0,0,0,0,1,0,0,0,0
517,12543H,83158P,6,1992-01-16,,"Enichem Augusta SpA of Italy and CHZ Novaky and Slovnaft Bratislava, both
in the Slovak Republic, Czechoslovakia, signed an agreement to form
Sloveca, a joint venture that would manufacture detergent alcohol
ethoxylates for the textile and leather industries.  Slovnaft was to supply
the detergent intermediate ethylene oxide and Enichem Augusta was to supply
alcohols from its plants at Gela, Sicily.  The initial capital of the
venture would be spent on purchase and construction of a new facility to
produce the chemicals. A joint trading company for sales of tenzides was
expected to be founded in the first stage of operations in the joint
venture.  Sales were expected to reach $42 million the first year.  Sloveca
was part of the Slovak government's privatization scheme.",,,0,0,1,0,0,0,0,0,0,0,1
517,12543H,29331I,6,1992-01-16,,"Enichem Augusta SpA of Italy and CHZ Novaky and Slovnaft Bratislava, both
in the Slovak Republic, Czechoslovakia, signed an agreement to form
Sloveca, a joint venture that would manufacture detergent alcohol
ethoxylates for the textile and leather industries.  Slovnaft was to supply
the detergent intermediate ethylene oxide and Enichem Augusta was to supply
alcohols from its plants at Gela, Sicily.  The initial capital of the
venture would be spent on purchase and construction of a new facility to
produce the chemicals. A joint trading company for sales of tenzides was
expected to be founded in the first stage of operations in the joint
venture.  Sales were expected to reach $42 million the first year.  Sloveca
was part of the Slovak government's privatization scheme.",,,0,0,1,0,0,0,0,0,0,0,1
517,83158P,29331I,6,1992-01-16,,"Enichem Augusta SpA of Italy and CHZ Novaky and Slovnaft Bratislava, both
in the Slovak Republic, Czechoslovakia, signed an agreement to form
Sloveca, a joint venture that would manufacture detergent alcohol
ethoxylates for the textile and leather industries.  Slovnaft was to supply
the detergent intermediate ethylene oxide and Enichem Augusta was to supply
alcohols from its plants at Gela, Sicily.  The initial capital of the
venture would be spent on purchase and construction of a new facility to
produce the chemicals. A joint trading company for sales of tenzides was
expected to be founded in the first stage of operations in the joint
venture.  Sales were expected to reach $42 million the first year.  Sloveca
was part of the Slovak government's privatization scheme.",,,0,0,1,0,0,0,0,0,0,0,1
13676,88168E,71852A,6,1992-02-06,,"Texaco Exploration North Eqypt, Inc., Phillips Petroleum Co. North Sinai
and K.M. Egypt, Inc., a unit of Kerr-McGee signed an agreement to form a
joint venture to develop and explore offshore 'Block A' of the North Sinai
oil reserve located in the Mediterranean Sea.",,,0,0,0,0,0,0,0,0,0,0,1
13676,88168E,48251A,6,1992-02-06,,"Texaco Exploration North Eqypt, Inc., Phillips Petroleum Co. North Sinai
and K.M. Egypt, Inc., a unit of Kerr-McGee signed an agreement to form a
joint venture to develop and explore offshore 'Block A' of the North Sinai
oil reserve located in the Mediterranean Sea.",,,0,0,0,0,0,0,0,0,0,0,1
13676,71852A,48251A,6,1992-02-06,,"Texaco Exploration North Eqypt, Inc., Phillips Petroleum Co. North Sinai
and K.M. Egypt, Inc., a unit of Kerr-McGee signed an agreement to form a
joint venture to develop and explore offshore 'Block A' of the North Sinai
oil reserve located in the Mediterranean Sea.",,,0,0,0,0,0,0,0,0,0,0,1
13680,70453C,47682M,1,1992-02-11,,"Jerusalem Oil Exploration acquired a 34% stake in Paz Oil Exploration for
13.8 mil Israel shekels ($6 mil US).",,,0,0,0,0,0,0,1,0,0,0,0
9963,49385I,50101P,6,1992-02-24,,"ABB Flaekt, a unit of ABB Asea Brown Boveri, formed EcoEngineering, a joint
venture with four Ukrainian partners that would manufacture air pollution
control equipment for coal and oil-fired power plants. The Ukrainian
partners were Kievenergo, Krimenergo, Yuzhteploenergomontazh and
Krimenergoladka. ABB Flaekt would hold 60% of the venture which would
manufacture the equipment in the Ukraine and Finland.",,,0,0,1,0,0,0,0,0,0,1,1
6733,23933Q,67057Q,1,,,"Nuovo Pignone, a unit of Italian state-owned Ente Nazionale Idrocarburi
(ENI), planned to acquire a 5% stake in Enisud, another unit of ENI, from
Terfin, also an ENI subsidiary. Nuovo Pignone planned to fund the
acquisition through three rights issues. The entire set of issues would be
valued at 200 bil Italian lire ($161.2 mil US).",,,0,0,0,0,0,0,1,0,0,0,0
13705,00115M,Lukoil_node,6,1994-10-21,,"Agip SpA, a unit of state-owned Ente Nazionale Idrocarburi(ENI), signed a
final agreement to form a joint venture with Lukoil and the Lithuanian
state to explore and extract oil located in western Siberia.  The new
company, called Lukagip, was slated to construct a a new oil terminal on
the Baltic Sea.  Under the terms of the agreement, Lukoil and Agip were
obliged to supply a certain amount of crude oil for Lithuania's Mazeikiai
refinery, which would be linked to the new terminal by pipeline.  The joint
venture was awaiting approval from the Lithuanian government.  The venture
was to be owned 29% by Agip, 20% by Lukoil, and 51% by the Lithuanian
state.  On August 1, 1994, the Lithuanian government granted preliminary
approval to the proposed joint venture.  The government approved the
proposal in principle and instructed the Lithuanian Energy Ministry to
prepare a founding document by October 1994.  A final agreement was signed
on October 21, 1994.",,,0,0,0,0,0,0,0,0,0,0,1
13755,50027C,91730Y,6,1992-06-25,,"Callina NL of Australia, Quest Petroleum Exploration Gesellschaft, Komineft
Production Association, and Usinsk NGDU agreed to establish a joint venture
to recover oil from the South Vozey, West Vozey, South Famen, and Ufimskaya
oil fields. The Russian government gave final approval of the venture.  The
joint venture was expected to begin production in two to three months.",,,0,0,1,0,0,0,0,0,0,1,1
13768,670875,83158P,6,1992-07-15,,"OMV, A.G., a unit of state-owned Oesterreichische Industrieholding A.G.,
and Czech state-owned Slovnaft, formed a joint venture to build and operate
a methyl tert-butyl ether(MTBE) and alkylates production facilities,
located at OMV's petrochemical complex in Schwechat, Austria.  The
facilities were projected to cost ASch2 billion ($181.2 million), and
produce 150,000 m.t./year of MTBE.  The facilities were slated to be
on-line during 1995.  OMV disclosed that it had wanted the production
facilities located in Bratislava, Czechoslovakia, however Slovnaft insisted
on Schwechat since OMV had the necessary facilities to process waste and
more feed than Slovnaft.",,,0,0,1,0,0,0,0,0,0,1,1
35,Lukoil_node,Rosneft_node,6,1992-07-24,,"The Government of Oman (GO), the Government of Russia (GR) and the
Government Kazakhstan (GK) renegotiated their joint venture named Caspian
Pipeline Consortium (CPC). CPC was restructured to finance the oil
pipeline.   Under terms of the new agreement, GO held a 7% stake, GR held a
24% stake, GK held a 19% stake, Chevron Caspian Pipeline Consortium Co held
a 15% stake, LukArco, a joint venture between LUKOIL and Agency for
Restructuring of Crediting Organisations, held a 12.5% stake, Rosneft-Shell
Caspian Ventures Ltd, a joint venture between Rosneft and Shell Oil Co,
held a 7.5% stake, Mobil Caspian Pipeline Co, a unit of Mobil Corp, held a
7.5% stake, Agip International BV, a unit of Agip SpA, held a 2% stake, BG
Overseas Holdings Ltd held a 2% stake while Kazakhstan Pipeline Ventures, a
joint venture between Kazokhoil and Amoco Oil Co, and Oryx Caspian
Pipeline, a unit of Oryx Energy Co, each held a 1.75% stake in CPC.
Originally in July 1992, GO, GR and GK   formed CPC to provide crude oil
pipeline transportation services from Kazakhstan's Tengiz oilfield to
Russia's Black Sea port of Novorossiyski.  The Russian parliament approved
the project in early July 1993 and Bechtel and Willbros were to complete a
feasibility study by the end of the year.  The pipeline's initial capacity
was to be 300,000 barrels per day, to be increased to 1.5 mil barrels per
day later. Later in January 1996, GO, GR and GK were seeking for additional
partners to finance the oil pipeline.",,,0,0,0,0,0,0,0,0,0,1,1
35,Lukoil_node,48665T,6,1992-07-24,,"The Government of Oman (GO), the Government of Russia (GR) and the
Government Kazakhstan (GK) renegotiated their joint venture named Caspian
Pipeline Consortium (CPC). CPC was restructured to finance the oil
pipeline.   Under terms of the new agreement, GO held a 7% stake, GR held a
24% stake, GK held a 19% stake, Chevron Caspian Pipeline Consortium Co held
a 15% stake, LukArco, a joint venture between LUKOIL and Agency for
Restructuring of Crediting Organisations, held a 12.5% stake, Rosneft-Shell
Caspian Ventures Ltd, a joint venture between Rosneft and Shell Oil Co,
held a 7.5% stake, Mobil Caspian Pipeline Co, a unit of Mobil Corp, held a
7.5% stake, Agip International BV, a unit of Agip SpA, held a 2% stake, BG
Overseas Holdings Ltd held a 2% stake while Kazakhstan Pipeline Ventures, a
joint venture between Kazokhoil and Amoco Oil Co, and Oryx Caspian
Pipeline, a unit of Oryx Energy Co, each held a 1.75% stake in CPC.
Originally in July 1992, GO, GR and GK   formed CPC to provide crude oil
pipeline transportation services from Kazakhstan's Tengiz oilfield to
Russia's Black Sea port of Novorossiyski.  The Russian parliament approved
the project in early July 1993 and Bechtel and Willbros were to complete a
feasibility study by the end of the year.  The pipeline's initial capacity
was to be 300,000 barrels per day, to be increased to 1.5 mil barrels per
day later. Later in January 1996, GO, GR and GK were seeking for additional
partners to finance the oil pipeline.",,,0,0,0,0,0,0,0,0,0,1,1
35,Rosneft_node,48665T,6,1992-07-24,,"The Government of Oman (GO), the Government of Russia (GR) and the
Government Kazakhstan (GK) renegotiated their joint venture named Caspian
Pipeline Consortium (CPC). CPC was restructured to finance the oil
pipeline.   Under terms of the new agreement, GO held a 7% stake, GR held a
24% stake, GK held a 19% stake, Chevron Caspian Pipeline Consortium Co held
a 15% stake, LukArco, a joint venture between LUKOIL and Agency for
Restructuring of Crediting Organisations, held a 12.5% stake, Rosneft-Shell
Caspian Ventures Ltd, a joint venture between Rosneft and Shell Oil Co,
held a 7.5% stake, Mobil Caspian Pipeline Co, a unit of Mobil Corp, held a
7.5% stake, Agip International BV, a unit of Agip SpA, held a 2% stake, BG
Overseas Holdings Ltd held a 2% stake while Kazakhstan Pipeline Ventures, a
joint venture between Kazokhoil and Amoco Oil Co, and Oryx Caspian
Pipeline, a unit of Oryx Energy Co, each held a 1.75% stake in CPC.
Originally in July 1992, GO, GR and GK   formed CPC to provide crude oil
pipeline transportation services from Kazakhstan's Tengiz oilfield to
Russia's Black Sea port of Novorossiyski.  The Russian parliament approved
the project in early July 1993 and Bechtel and Willbros were to complete a
feasibility study by the end of the year.  The pipeline's initial capacity
was to be 300,000 barrels per day, to be increased to 1.5 mil barrels per
day later. Later in January 1996, GO, GR and GK were seeking for additional
partners to finance the oil pipeline.",,,0,0,0,0,0,0,0,0,0,1,1
4778,98885T,35167A,6,1992-10-22,,"PepsiCo., Inc., Ukrainian state-owned Zaliv Shipyard and Ukrpivo, and Fram
Shipping, Inc formed Ukrainian Development Corp.(UD), a joint venture to
market commercial shipping vessels produced at the Zaliv Shipyard to
international buyers. The agreement stipulated that a portion of the
foreign exchange proceeds from the vessel sales would be used to subsidize
Pepsi's expansion into Ukraine with the establishment of up to 100 Pizza
Hut restaurants in Ukraine, and the upgrade and expansion of its Pepsi-Cola
production in Ukraine, which included increasing the number of Pepsi plants
from seven as of October 1992, to twelve during the next two years.  In
addition, UD also participated in a comprehensive program to fully
modernize the commercial sector of the Zaliv Shipyard, including
investments in training, state-of-the-art manufacturing equipment, design
technology and transfer of modern equipment practices. UD also facilitated
the conversion of portions of the shipyard for new commercial manufacturing
ventures, including the building of pre-fabricated Pizza Hut units for
export or use within the Ukraine.  UD was projected to generate sales of $1
billion during its initial eight years of operation.",,,0,0,0,0,1,0,0,0,0,0,1
13857,90013W,48666E,6,1992-11-30,,"Turkiye Petrolleri AO ( Turkish Petroleum Company) signed a twenty-five
year agreement with the Kazakhstan National Petroleum Company to explore
seven oil fields in the Pre-Caspian Basin.  The fields' reserves were
estimated at over 10 billion barrels of recoverable oil.  The new company
was to operate and market the fields' output.",,,0,0,0,0,1,0,0,0,0,1,1
10037,85235N,85848Q,1,1992-12-09,,"Steirische Wasserkraft und Elektrizitaets acquired a minority stake in
Stadtwerke Eisenerz for 80 mil Austrian schillings ($7.24 mil US).",,,0,0,0,0,0,0,1,0,0,0,0
39,00115M,75611M,6,1993-01-21,,"Forte, and Agip agreed to invest approximately $54.16 million US over the
next four years in 18 motels formerly belonging to Agip. The venture
company was owned 50% by Forte, 40% by Agip and 10% by SNAM. The venture
emphasized weekend family savings breaks to improve services and widen its
clients base.",,,0,0,0,0,1,0,0,0,0,0,1
13888,Lukoil_node,76776A,6,1993-01-31,,"Lukoil, Ritek, Rosneftegas, and 40 undisclosed businesses agreed to jointly
research and produce heating equipment for houses to accommodate
oil-drilling crews, and operate mobile oil refineries.",,,0,0,1,0,0,1,0,0,0,0,1
13888,Lukoil_node,Rosneft_node,6,1993-01-31,,"Lukoil, Ritek, Rosneftegas, and 40 undisclosed businesses agreed to jointly
research and produce heating equipment for houses to accommodate
oil-drilling crews, and operate mobile oil refineries.",,,0,0,1,0,0,1,0,0,0,0,1
13888,76776A,Rosneft_node,6,1993-01-31,,"Lukoil, Ritek, Rosneftegas, and 40 undisclosed businesses agreed to jointly
research and produce heating equipment for houses to accommodate
oil-drilling crews, and operate mobile oil refineries.",,,0,0,1,0,0,1,0,0,0,0,1
1783,British_Petroleum_node,05882A,6,1993-02-10,,"British Petroleum, Baltic Shipping Line, Perm Nefteorgsintec Association,
and St Petersburg Neftenalivnoy agreed to jointly manufacture and market
ship engine lubricants in Russia.  British Petroleum agreed to provide the
needed lubricant additives, compounding equipment, and machines for
packaging the finished product.",,,0,0,1,0,1,0,0,0,0,0,1
1783,British_Petroleum_node,05882X,6,1993-02-10,,"British Petroleum, Baltic Shipping Line, Perm Nefteorgsintec Association,
and St Petersburg Neftenalivnoy agreed to jointly manufacture and market
ship engine lubricants in Russia.  British Petroleum agreed to provide the
needed lubricant additives, compounding equipment, and machines for
packaging the finished product.",,,0,0,1,0,1,0,0,0,0,0,1
1783,British_Petroleum_node,71411P,6,1993-02-10,,"British Petroleum, Baltic Shipping Line, Perm Nefteorgsintec Association,
and St Petersburg Neftenalivnoy agreed to jointly manufacture and market
ship engine lubricants in Russia.  British Petroleum agreed to provide the
needed lubricant additives, compounding equipment, and machines for
packaging the finished product.",,,0,0,1,0,1,0,0,0,0,0,1
1783,British_Petroleum_node,79338A,6,1993-02-10,,"British Petroleum, Baltic Shipping Line, Perm Nefteorgsintec Association,
and St Petersburg Neftenalivnoy agreed to jointly manufacture and market
ship engine lubricants in Russia.  British Petroleum agreed to provide the
needed lubricant additives, compounding equipment, and machines for
packaging the finished product.",,,0,0,1,0,1,0,0,0,0,0,1
1783,05882A,05882X,6,1993-02-10,,"British Petroleum, Baltic Shipping Line, Perm Nefteorgsintec Association,
and St Petersburg Neftenalivnoy agreed to jointly manufacture and market
ship engine lubricants in Russia.  British Petroleum agreed to provide the
needed lubricant additives, compounding equipment, and machines for
packaging the finished product.",,,0,0,1,0,1,0,0,0,0,0,1
1783,05882A,71411P,6,1993-02-10,,"British Petroleum, Baltic Shipping Line, Perm Nefteorgsintec Association,
and St Petersburg Neftenalivnoy agreed to jointly manufacture and market
ship engine lubricants in Russia.  British Petroleum agreed to provide the
needed lubricant additives, compounding equipment, and machines for
packaging the finished product.",,,0,0,1,0,1,0,0,0,0,0,1
1783,05882A,79338A,6,1993-02-10,,"British Petroleum, Baltic Shipping Line, Perm Nefteorgsintec Association,
and St Petersburg Neftenalivnoy agreed to jointly manufacture and market
ship engine lubricants in Russia.  British Petroleum agreed to provide the
needed lubricant additives, compounding equipment, and machines for
packaging the finished product.",,,0,0,1,0,1,0,0,0,0,0,1
1783,05882X,71411P,6,1993-02-10,,"British Petroleum, Baltic Shipping Line, Perm Nefteorgsintec Association,
and St Petersburg Neftenalivnoy agreed to jointly manufacture and market
ship engine lubricants in Russia.  British Petroleum agreed to provide the
needed lubricant additives, compounding equipment, and machines for
packaging the finished product.",,,0,0,1,0,1,0,0,0,0,0,1
1783,05882X,79338A,6,1993-02-10,,"British Petroleum, Baltic Shipping Line, Perm Nefteorgsintec Association,
and St Petersburg Neftenalivnoy agreed to jointly manufacture and market
ship engine lubricants in Russia.  British Petroleum agreed to provide the
needed lubricant additives, compounding equipment, and machines for
packaging the finished product.",,,0,0,1,0,1,0,0,0,0,0,1
